"id";"title";"slug";"acronym";"url";"organization";"organization_id";"owner";"owner_id";"description";"description_short";"frequency";"license";"temporal_coverage.start";"temporal_coverage.end";"spatial.granularity";"spatial.zones";"featured";"created_at";"last_modified";"tags";"archived";"resources_count";"main_resources_count";"resources_formats";"harvest.backend";"harvest.domain";"harvest.created_at";"harvest.modified_at";"harvest.remote_url";"quality_score";"metric.discussions";"metric.discussions_open";"metric.reuses";"metric.reuses_by_months";"metric.dataservices";"metric.followers";"metric.followers_by_months";"metric.views";"metric.resources_downloads"
| `isigeo_iduser` |  | `int4` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/8b33caf8afd94df5806fd1341aaf4a3d).";"";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:01:51.891000";"2024-11-13T00:00:00";"donnees-ouvertes";False;1;1;"zip";"DCAT";"dcat.isogeo.com";"";"2024-11-13T00:00:00";"";"0.44";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";3158;332
"61a5158f6494f4023699339a";"Périmètre préemption ENS - Département du Loiret";"perimetre-preemption-ens-departement-du-loiret";"";"https://www.data.gouv.fr/datasets/perimetre-preemption-ens-departement-du-loiret";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Périmètre de préemption des Espaces Naturels Sensibles du département du Loiret
**Contexte de collecte**
Les Départements sont compétents pour instaurer un périmètre de préemption des Espaces Naturels Sensibles sur leur territoire. 
L'objectif est que le Département ou les Communes (ou Communautés de Communes) puissent acquérir des terrains afin de préserver la biodiversité et sensibiliser le public avec une ouverture dans les 10 ans. 
**Méthode de collecte**
Sélection des zones d'intérêts floristiques, faunistiques et paysagères. 
Croisement des différents zonages et intégrations des parcelles proposées par les acteurs (syndicats de rivières, conservatoire d'espaces naturels, conservatoire botanique).
Validation par les Communes et Communautés de Communes.
Interrogation des acteurs du fonciers (agriculteurs, forestiers, SAFER, ONF, ...)
Délibération du Département
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `SHAPE.LEN` |  | `double` |
| `NOM_COM` | Commune | `char` |
| `SHAPE.AREA` |  | `double` |
| `PRECISION_` | Précision | `char` |
| `OBJECTID` |  | `integer` |
| `CODE_COM` | Code INSEE | `double` |
| `COMMENTAIR` | Commentaire | `char` |
| `PREEMP` | Préemption | `char` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/8580f33a9df24a6c85a9e06ecee367b9).";"";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:01:51.836000";"2020-07-10T00:00:00";"donnees-ouvertes,espace-naturel-sensible";"2024-04-13T00:40:10.608000";1;1;"zip";"DCAT";"dcat.isogeo.com";"";"2020-07-10T00:00:00";"";"0.33";0;0;0;0;0;0;0;1142;74
"61a5158f84b460c93c4ed79f";"Etablissements Publics de Coopération Intercommunal 2017 - Département du Loiret ";"etablissements-publics-de-cooperation-intercommunal-2017-departement-du-loiret-1";"";"https://www.data.gouv.fr/datasets/etablissements-publics-de-cooperation-intercommunal-2017-departement-du-loiret-1";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"EPCI - Nouvelles limites des Établissements Publics de Coopération Intercommunale au 1er janvier 2017 sur le Département du Loiret. 
Les Établissements Publics de Coopération Intercommunale sont des structures qui associent plusieurs communes au sein d'un groupement intercommunal à fiscalité propre ayant pour objectif de conduire des projets communs d'aménagement du territoire et de développement économique et de gérer en commun les services à la population et les équipements collectifs d'intérêt communautaire.
Les établissements publics sont des communautés de communes, des communautés d'agglomération, des communautés urbaines ou des métropoles.
Le schéma départemental de coopération intercommunale (SDCI) a été approuvé par le Préfet du Loiret le 30 mars 2016. 
Au 1er janvier 2017, le Loiret compte une communauté urbaine, une communauté d'agglomération et 14 communautés de communes. Pour précision : la Communauté de communes de la Beauce Oratorienne est rattachée au département du Loir-et-Cher.
**Contexte de collecte**
Les données proviennent de la Direction Générale des Collectivités Locales (DGCL) croisées avec le découpage communal issu de la BD Topo®.
Source pour les EPCI 2017 : https://www.collectivites-locales.gouv.fr/institutions/liste-et-composition-des-epci-fiscalite-propre
**Méthode de collecte**
Les données ont été créées par le Département du Loiret par fusion des communes de la BD Topo®.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `st_area(shape)` |  | `double` |
| `st_length(shape)` |  | `double` |
| `siren_epci_txt` | Identifiant SIREN en texte | `char` |
| `objectid` |  | `integer` |
| `epci` |  | `char` |
| `etiquette_epci` | Etiquette | `char` |
| `siren_epci` | Identifiant SIREN | `double` |
| `population` | Population municipale 2023 – recensement 2020 | `integer` |
| `created_user` |  | `char` |
| `created_date` |  | `date` |
| `last_edited_user` |  | `char` |
| `last_edited_date` |  | `date` |
| `url_fiche` |  | `char` |
| `telephone` | Téléphone | `char` |
| `mail` |  | `char` |
| `site_internet` | Site Internet | `char` |
| `adresse_siege` | Adresse du siège | `char` |
| `code_postal` | Code postal | `char` |
| `commune` |  | `char` |
| `itineraire` | Y aller | `char` |
| `date_creation` | Date de création | `char` |
| `president` | Président-e | `char` |
| `dgs` | Directeur-rice Général-e des Services | `char` |
| `pays_petr` | Appartenance à un Pays ou PETR | `char` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/92be8d8193bf4415ae58d3112dfe3429).";"";"annual";"Licence Ouverte / Open Licence version 2.0";"2017-01-01";"2017-12-31";"";"";False;"2021-11-29T19:01:51.823000";"2026-01-12T00:00:00";"2017,epci,etablissements-publics-de-cooperation-intercommunale-epci,limites-administratives,referentiel-administratif,territoire";False;4;4;"zip,shapefile,csv";"DCAT";"dcat.isogeo.com";"";"2026-01-12T00:00:00";"";"0.67";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1530;146
"61a5158fccea66e0164ed79f";"Maîtres d'ouvrage de distribution d'eau potable - Département du Loiret";"maitres-douvrage-de-distribution-deau-potable-departement-du-loiret-1";"";"https://www.data.gouv.fr/datasets/maitres-douvrage-de-distribution-deau-potable-departement-du-loiret-1";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Les maîtres d'ouvrage de distribution d'eau potable dans le Loiret
**Contexte de collecte**
Dans le cadre du porté à connaissance des informations du territoire relatives à l'eau (assainissement collectif et autonome, eau potable et rivière), l'observatoire de l'eau recense les acteurs du territoire œuvrant en faveur de gestion de l'eau potable.
**Méthode de collecte**
La couche géographique relative aux maîtres d'ouvrage ""distribution de l'eau potable"" est une jointure entre la couche ""BDTOPO Commune"" et un tableau Excel issu de l'observatoire de l'eau (mis à jour chaque année).
La donnée source émane de l'ARS Centre Val de Loire, puis mise à jour annuellement lorsque les chargés de territoire ont connaissance d'une évolution.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `LAST_EDITED_USER` |  | `char` |
| `MO_DISTRIBUTION` | Maître d'ouvrage de distribution | `char` |
| `CREATED_USER` |  | `char` |
| `LAST_EDITED_DATE` |  | `date` |
| `CREATED_DATE` |  | `date` |
| `OBJECTID` |  | `integer` |
| `TYPE_MO_DISTRIBUTION` | Type de Maître d'ouvrage Distribution | `char` |
| `DATE_MAJ` | Date de mise à jour | `date` |
| `st_area(shape)` |  | `double` |
| `st_length(shape)` |  | `double` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/221e58468aba453896934d4553e81078).";"";"annual";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:01:51.815000";"2024-11-13T00:00:00";"donnees-ouvertes,eau-potable,environnement-loiret";False;1;1;"zip";"DCAT";"dcat.isogeo.com";"";"2024-11-13T00:00:00";"";"0.56";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1945;146
"61a5158fde601f3b6e4ed79e";"Trafic routier - Sections de comptage - Département du Loiret - 2010";"trafic-routier-sections-de-comptage-departement-du-loiret-2010-1";"";"https://www.data.gouv.fr/datasets/trafic-routier-sections-de-comptage-departement-du-loiret-2010-1";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Les sections homogènes de trafic sur le réseau routier Départemental du Loiret - Edition 2010
**Contexte de collecte**
La connaissance du trafic total à écouler sur une route (tous véhicules confondus) est indispensable pour donner à la voie des caractéristiques géométriques en rapport avec son importance et les vitesses pratiquées, établir des bilans accidentologiques et proposer des aménagements d’itinéraires ou de sécurité. Elle est également indispensable pour calculer la structure de chaussée nécessaire dans le cas de projets de réhabilitation ou d’aménagement, à partir du trafic poids lourd.
**Méthode de collecte**
Le réseau routier départemental a été découpé en sections homogènes de trafic. Outre les stations permanentes, des comptages temporaires sont effectués par les équipes de la D2I chaque année pour compléter la base trafic routier. Annuellement, ce sont près de 500 poses et déposes de compteurs qui ont été effectuées en régie. Dans le but de consolider et de fiabiliser la base trafic routier, il a été décidé de compter au moins une fois toutes les 5 années le trafic de chaque section. La fréquence de comptage est calculée en fonction de critères prédéfinis.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `MJA_PL` |  | `integer` |
| `PRCPT` |  | `char` |
| `ABF` |  | `integer` |
| `ABD` |  | `integer` |
| `CUMULD` |  | `integer` |
| `PL` |  | `double` |
| `PRDFIN` |  | `char` |
| `OBJECTID_1` |  | `integer` |
| `PRD` |  | `integer` |
| `ROUTE` |  | `char` |
| `IDROUTE` |  | `char` |
| `MJA` |  | `integer` |
| `OBJECTID` |  | `integer` |
| `PRF` |  | `integer` |
| `CATEGORIE` |  | `char` |
| `CUMULF` |  | `integer` |
| `TYPE` |  | `char` |
| `LIEU` |  | `char` |
| `PRDDEB` |  | `char` |
| `st_length(shape)` |  | `double` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/c55a8eda49da4230b333f0b70690775f).";"";"annual";"License Not Specified";"2010-01-01";"2010-12-31";"";"";False;"2021-11-29T19:01:51.774000";"2024-11-13T00:00:00";"2010,donnees-ouvertes,infrastructures,mobilite,route,sections-de-comptage,transports";"2025-11-03T00:04:20.641000";1;1;"zip";"DCAT";"dcat.isogeo.com";"";"2024-11-13T00:00:00";"";"0.67";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1402;91
"61a5158fb8b9b1b0e24ed79f";"Trafic routier - Points de comptage - Département du Loiret - 2012";"trafic-routier-points-de-comptage-departement-du-loiret-2012-1";"";"https://www.data.gouv.fr/datasets/trafic-routier-points-de-comptage-departement-du-loiret-2012-1";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Géolocalisation des points de comptage routier permanents et temporaires accompagnés des indicateurs annuels de trafic (TMJA tous véhicules / Part des poids-lourds en pourcentage / TMJA poids-lourds) - Édition 2012
**Contexte de collecte**
La connaissance du trafic total à écouler sur une route (tous véhicules confondus) est indispensable pour donner à la voie des caractéristiques géométriques en rapport avec son importance et les vitesses pratiquées, établir des bilans accidentologiques et proposer des aménagements d’itinéraires ou de sécurité. Elle est également indispensable pour calculer la structure de chaussée nécessaire dans le cas de projets de réhabilitation ou d’aménagement, à partir du trafic poids lourd.
**Méthode de collecte**
Le réseau routier départemental a été découpé en sections homogènes de trafic. Outre les stations permanentes, des comptages temporaires sont effectués par les équipes de la D2I chaque année pour compléter la base trafic routier. Annuellement, ce sont près de 500 poses et déposes de compteurs qui ont été effectuées en régie. Dans le but de consolider et de fiabiliser la base trafic routier, il a été décidé de compter au moins une fois toutes les 5 années le trafic de chaque section. La fréquence de comptage est calculée en fonction de critères prédéfinis.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `MJA` |  | `integer` |
| `CUMUL` |  | `integer` |
| `LIEU` |  | `char` |
| `OBJECTID` |  | `integer` |
| `TYPE` |  | `char` |
| `PR_CPTGE` |  | `char` |
| `ABS` |  | `integer` |
| `PL` |  | `double` |
| `CATEGORIE` |  | `char` |
| `PR_ORIG` |  | `char` |
| `PR_FIN` |  | `char` |
| `ROUTE` |  | `char` |
| `PR` |  | `integer` |
| `OBJECTID_1` |  | `integer` |
| `MJA_PL` |  | `integer` |
| `IDROUTE` |  | `char` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/1742fb942d7b4756b9778c3b3cbc992e/HWglEr-z4Bry_rKQOTINX9gAH4Yu0/r/eeba129d4c6a45eb9ecb70a250a542f0).";"";"annual";"License Not Specified";"2012-01-01";"2012-12-31";"";"";False;"2021-11-29T19:01:51.736000";"2022-04-25T00:00:00";"2012,donnees-ouvertes,infrastructures,mobilite,points-de-comptage,route,transports";"2025-11-03T00:04:21.065000";1;1;"zip";"DCAT";"dcat.isogeo.com";"";"2022-04-25T00:00:00";"";"0.67";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1520;93
"61a5158ff0f2e393784ed79f";"Syndicats de rivières par commune - Département du Loiret";"syndicats-de-rivieres-par-commune-departement-du-loiret-1";"";"https://www.data.gouv.fr/datasets/syndicats-de-rivieres-par-commune-departement-du-loiret-1";"Département du Loiret";"57d90ef4c751df44fb79df72";"";"";"Appartenance d'une commune à un ou plusieurs syndicats de rivière dans le Loiret
**Contexte de collecte**
Un syndicat de rivière est un EPCI et est compétent pour une gestion cohérente d'un cours d'eau et de ses affluents, sur tout ou partie d'un bassin versant.
Les actions menées sont, entre autre, d'assurer le libre écoulement des eaux tout en préservant la biodiversité (restauration des milieux, travaux d'entretien...), respecter les usages et les droits d’eau tout en transcrivant sur le terrain les orientations nationales et européennes.
**Méthode de collecte**
La couche ""syndicats de rivières par commune"" est construite à partir de la couche commune de la BDTOPO de l'IGN. 
Dans le Loiret, une commune peut appartenir à 0, 1 ou 2 syndicats. Aussi, la table attributaire est structurée pour renseigner toutes les informations utiles d'un ou deux syndicats. Un champ ""SYN1_SYN2"" permet de synthétiser l'appartenance d'une commune à un ou deux syndicats.
La base de donnée est alimentée par la publication des arrêtés de création, dissolution ou modification du périmètre d'un syndicat.
Attention : une commune peut appartenir à deux syndicats. Aussi la base de données comporte des champs en doublons.
**Attributs**
| Champ | Alias | Type |
